2	3	4	5	2	3	4	5	2	3	4	5	2	3	4	5
6	7	8	9	6	7	8	9	6	7	8	9	6	7	8	9
16	17	18	19	16	17	18	19	16	17	18	19	16	17	18	19
36	37	38	39	36	37	38	39	36	37	38	39	36	37	38	39
2	3	4	5	2	3	4	5	2	3	4	5	2	3	4	5
6	7	8	9	6	7	8	9	6	7	8	9	6	7	8	9
16	17	18	19	16	17	18	19	16	17	18	19	16	17	18	19
36	37	38	39	36	37	38	39	36	37	38	39	36	37	38	39
2	3	4	5	2	3	4	5	2	3	4	5	2	3	4	5
6	7	8	9	6	7	8	9	6	7	8	9	6	7	8	9
16	17	18	19	16	17	18	19	16	17	18	19	16	17	18	19
36	37	38	39	36	37	38	39	36	37	38	39	36	37	38	39
2	3	4	5	2	3	4	5	2	3	4	5	2	3	4	5
6	7	8	9	6	7	8	9	6	7	8	9	6	7	8	9
16	17	18	19	16	17	18	19	16	17	18	19	16	17	18	19
36	37	38	39	36	37	38	39	36	37	38	39	36	37	38	39
